"image_id","folder","image_url","masking_url","length_pred","waist_pred","length_conf","waist_conf","total_conf"
"1176849","country","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/country/1176849.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/1176849_bottom.jpg","맥시","판별불가","0.5619","0.5343","1.0961"
"580488","modern","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/modern/580488.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/580488_bottom.jpg","판별불가","판별불가","0.3994","0.719","1.1184"
"578900","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/578900.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/578900_bottom.jpg","발목","판별불가","0.3068","0.6575","0.9643"
"1136486","tomboy","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/tomboy/1136486.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/1136486_bottom.jpg","미디","normal","0.313","0.7793","1.0923"
"525225","romantic","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/romantic/525225.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/525225_bottom.jpg","숏","하이웨이스트","0.5445","0.5411","1.0856"
"305278","resort","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/resort/305278.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/305278_bottom.jpg","카프리","판별불가","0.379","0.6871","1.0661"
"1010946","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/1010946.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/1010946_bottom.jpg","초숏","normal","0.6873","0.4223","1.1096"
"1269636","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/1269636.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/1269636_bottom.jpg","버뮤다","판별불가","0.4686","0.5675","1.0361"
"849208","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/849208.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/849208_bottom.jpg","맥시","판별불가","0.389","0.7169","1.1058"
"401607","genderless","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/genderless/401607.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/401607_bottom.jpg","판별불가","판별불가","0.3684","0.7587","1.127"
"593582","modern","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/modern/593582.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/593582_bottom.jpg","발목","판별불가","0.4849","0.4908","0.9757"
"929271","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/929271.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/929271_bottom.jpg","미디","normal","0.2799","0.8139","1.0938"
"837674","romantic","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/romantic/837674.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/837674_bottom.jpg","숏","판별불가","0.4089","0.68","1.089"
"508519","resort","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/resort/508519.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/508519_bottom.jpg","카프리","판별불가","0.294","0.7774","1.0714"
"772802","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/772802.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/772802_bottom.jpg","초숏","normal","0.3201","0.7909","1.1109"
"329856","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/329856.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/329856_bottom.jpg","버뮤다","하이웨이스트","0.4959","0.544","1.0399"
"664550","resort","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/resort/664550.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/664550_bottom.jpg","맥시","판별불가","0.6644","0.4522","1.1166"
"937189","resort","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/resort/937189.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/937189_bottom.jpg","판별불가","normal","0.5886","0.541","1.1296"
"735436","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/735436.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/735436_bottom.jpg","발목","normal","0.415","0.5641","0.9791"
"1219768","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/1219768.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/1219768_bottom.jpg","미디","판별불가","0.4437","0.6527","1.0964"
"1341724","resort","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/resort/1341724.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/1341724_bottom.jpg","숏","하이웨이스트","0.4424","0.656","1.0984"
"1061819","modern","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/modern/1061819.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/1061819_bottom.jpg","카프리","판별불가","0.3033","0.7787","1.0821"
"956841","feminine","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/feminine/956841.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/956841_bottom.jpg","초숏","판별불가","0.3843","0.7319","1.1162"
"896631","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/896631.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/896631_bottom.jpg","버뮤다","판별불가","0.2432","0.7986","1.0418"
"351314","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/351314.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/351314_bottom.jpg","맥시","판별불가","0.2807","0.8378","1.1185"
"1259502","sophisticated","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/sophisticated/1259502.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/1259502_bottom.jpg","판별불가","판별불가","0.4319","0.7033","1.1352"
"1139599","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/1139599.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/1139599_bottom.jpg","발목","normal","0.4538","0.5298","0.9836"
